Sort_Order;Full_Species;Species_ID;Parent_ID;English_Name;French_Name;Spanish_Name;Scientific_Name;CDN_Status;Origin;Comment;Avibase_ID;Avibase_Status;Wild_Species_2020;COSEWIC_Species;SARA_Species;2015_MBCA_List;MBCA_Family;Family_Sci;Family_Sci_FR;Family_CmName_EN;Family_CmName_FR;Subfamily;Order;Prev_Species_ID;Prev_CND_Status;Prev_Names_Sci_EN_FR;Technical_Committees;Alpha_Code_BBL;Alpha_Code_FR;BBL_Number;BBS_Number
869;Yes;GHOW;;Great Horned Owl;Grand-duc d'Amérique;Búho Cornudo;Bubo virginianus;BRE;;;34D6EE78CA7AE050;Breeder;Secure - En sécurité;No;No;No;No;Strigidae;Strigidés;Owls;Hiboux, chouettes, etc.;;Strigiformes;;;;LA;GHOW;GDAM;3750;03750
870;Yes;SNOW;;Snowy Owl;Harfang des neiges;Búho Nival;Bubo scandiacus;BRE;;;5B23B360E7DEC4A9;Breeder;Apparently Secure - Apparemment en sécurité;No;No;No;No;Strigidae;Strigidés;Owls;Hiboux, chouettes, etc.;;Strigiformes;;;Nyctea scandiaca;LA;SNOW;HANE;3760;03760
871;Yes;NHOW;;Northern Hawk Owl;Chouette épervière;Cárabo Gavilán;Surnia ulula;BRE;;;C2018A5DD8CDB5F5;Breeder;Secure - En sécurité;No;No;No;No;Strigidae;Strigidés;Owls;Hiboux, chouettes, etc.;;Strigiformes;NOHO;;;LA;NHOW;CHEP;3770;03770
872;Yes;NOPO;;Northern Pygmy-Owl;Chevêchette naine;Tecolote Serrano;Glaucidium gnoma;BRE;;;8D2303B04B4BE58C;Breeder;Apparently Secure - Apparemment en sécurité;No;No;No;No;Strigidae;Strigidés;Owls;Hiboux, chouettes, etc.;;Strigiformes;;;Chouette naine;LA;NOPO;;3790;03790
873;Yes;CRPO;;Costa Rican Pygmy-Owl;Chevêchette du Costa Rica;Mochuelo Costarricense;Glaucidium costaricanum;DNO;;;B6FBDD302FFB96EE;;;No;No;No;No;Strigidae;Strigidés;Owls;Hiboux, chouettes, etc.;;Strigiformes;;;;N/A;;;;
874;Yes;CAPO;;Central American Pygmy-Owl;Chevêchette à tête grise;Tecolote Mesoamericano;Glaucidium griseiceps;DNO;;;0F9969E8B0B9BBF4;;;No;No;No;No;Strigidae;Strigidés;Owls;Hiboux, chouettes, etc.;;Strigiformes;;;;N/A;;;;11940
875;Yes;TAPO;;Tamaulipas Pygmy-Owl;Chevêchette du Tamaulipas;Tecolote Tamaulipeco;Glaucidium sanchezi;DNO;;;7081C015722C860E;;;No;No;No;No;Strigidae;Strigidés;Owls;Hiboux, chouettes, etc.;;Strigiformes;;;;N/A;;;;11950
876;Yes;CPYO;;Colima Pygmy-Owl;Chevêchette du Colima;Tecolote Colimense;Glaucidium palmarum;DNO;;;C831526B9B780430;;;No;No;No;No;Strigidae;Strigidés;Owls;Hiboux, chouettes, etc.;;Strigiformes;;;;N/A;;;;11960
877;Yes;FEPO;;Ferruginous Pygmy-Owl;Chevêchette brune;Tecolote Bajeño;Glaucidium brasilianum;DNO;;;40EB82DAF4A09B0D;;;No;No;No;No;Strigidae;Strigidés;Owls;Hiboux, chouettes, etc.;;Strigiformes;;;;N/A;FEPO;;3800;03800
878;Yes;CUPO;;Cuban Pygmy-Owl;Chevêchette de Cuba;Mochuelo Sijú;Glaucidium siju;DNO;;;51EA40FE6FE87845;;;No;No;No;No;Strigidae;Strigidés;Owls;Hiboux, chouettes, etc.;;Strigiformes;;;;N/A;;;;
879;Yes;ELOW;;Elf Owl;Chevêchette des saguaros;Tecolote Enano;Micrathene whitneyi;DNO;;;D74BA9655224E5AE;;;No;No;No;No;Strigidae;Strigidés;Owls;Hiboux, chouettes, etc.;;Strigiformes;;;;N/A;ELOW;;3810;03810
880;Yes;BUOW;;Burrowing Owl;Chevêche des terriers;Tecolote Llanero;Athene cunicularia;BRE;;Minimum population estimate of 270 (COSEWIC 2017);B9EE9676FFEC8B11;Breeder;Imperiled - En péril;Yes;Yes;No;No;Strigidae;Strigidés;Owls;Hiboux, chouettes, etc.;;Strigiformes;;;Chouette des terriers;LA;BUOW;;3780;03780
881;Yes;SPOW;;Spotted Owl;Chouette tachetée;Búho Moteado;Strix occidentalis;BRE;;;9B26D30B85765E52;Breeder;Critically Imperiled - Gravement en péril;No;No;No;No;Strigidae;Strigidés;Owls;Hiboux, chouettes, etc.;;Strigiformes;;;;LA;USOW;;3690;03690
881.1;No;NSOW;SPOW;Spotted Owl caurina subspecies;Chouette tachetée de la sous-espèce caurina;Búho Moteado subespecie caurina;Strix occidentalis caurina;BRE;;"10 breeding pairs in 2007; predicted extirpation by 2012, but probable nesting in 1 square of BC atlas.";;;;Yes;Yes;No;No;Strigidae;Strigidés;Owls;Hiboux, chouettes, etc.;;Strigiformes;SPOW_CAU;;Northern Spotted Owl;LA;NSOW;;3692;
881.555;No;SBOH;;Spotted x Barred Owl hybrid;Hybride de Chouette tachetée et Chouette rayée;Híbrido de Búho Moteado y Búho Barrado;Strix occidentalis x varia;BRE;;;;;;No;No;No;No;Strigidae;Strigidés;Owls;Hiboux, chouettes, etc.;;Strigiformes;;;;LA;SBOH;;3686;
882;Yes;BAOW;;Barred Owl;Chouette rayée;Búho Barrado;Strix varia;BRE;;;BDBB04D55A6762C8;Breeder;Secure - En sécurité;No;No;No;No;Strigidae;Strigidés;Owls;Hiboux, chouettes, etc.;;Strigiformes;BADO;;;LA;BAOW;CHRA;3680;03680
883;Yes;CIOW;;Cinereous Owl;Chouette du Mexique;Búho Barrado Mexicano;Strix sartorii;DNO;;Added in 2022: Formerly considered conspecific with Strix varia.;4B5D0A0062391A17;;;No;No;No;No;Strigidae;Strigidés;Owls;Hiboux, chouettes, etc.;;Strigiformes;;;;N/A;;;;03679
884;Yes;FUOW;;Fulvous Owl;Chouette fauve;Búho Leonado;Strix fulvescens;DNO;;;E3E227D2BE7178C3;;;No;No;No;No;Strigidae;Strigidés;Owls;Hiboux, chouettes, etc.;;Strigiformes;;;;N/A;;;;11980
885;Yes;MOOW;;Mottled Owl;Chouette mouchetée;Búho Café;Strix virgata;DNO;;Formerly placed in the genus Ciccaba;192FC14D288B0F46;;;No;No;No;No;Strigidae;Strigidés;Owls;Hiboux, chouettes, etc.;;Strigiformes;;;Ciccaba virgata;N/A;;;;03671
886;Yes;BLWO;;Black-and-white Owl;Chouette à lignes noires;Búho Barrado Albinegro;Strix nigrolineata;DNO;;Formerly placed in the genus Ciccaba;557C100E286BAC3E;;;No;No;No;No;Strigidae;Strigidés;Owls;Hiboux, chouettes, etc.;;Strigiformes;;;Ciccaba nigrolineata;N/A;;;;11970
887;Yes;GGOW;;Great Gray Owl;Chouette lapone;Cárabo Lapón;Strix nebulosa;BRE;;;FA36ABE544B38D79;Breeder;Secure - En sécurité;No;No;No;No;Strigidae;Strigidés;Owls;Hiboux, chouettes, etc.;;Strigiformes;;;;LA;GGOW;CHLA;3700;03700
888;Yes;LEOW;;Long-eared Owl;Hibou moyen-duc;Búho Cara Canela;Asio otus;BRE;;;FC4D40D2D5CEA6BE;Breeder;Apparently Secure - Apparemment en sécurité;No;No;No;No;Strigidae;Strigidés;Owls;Hiboux, chouettes, etc.;;Strigiformes;;;;LA;LEOW;HIMD;3660;03660
889;Yes;STOW;;Stygian Owl;Hibou maître-bois;Búho Cara Oscura;Asio stygius;DNO;;;C1EAF183CC749CD2;;;No;No;No;No;Strigidae;Strigidés;Owls;Hiboux, chouettes, etc.;;Strigiformes;;;;N/A;;;;11990
890;Yes;SEOW;;Short-eared Owl;Hibou des marais;Búho Sabanero;Asio flammeus;BRE;;;8F123A11E5DADFDD;Breeder;Vulnerable - Vulnérable;Yes;Yes;No;No;Strigidae;Strigidés;Owls;Hiboux, chouettes, etc.;;Strigiformes;;;;LA;SEOW;HIMA;3670;03670
891;Yes;STRO;;Striped Owl;Hibou strié;Búho Cara Blanca;Asio clamator;DNO;;Formerly placed in the genus Pseudoscops.;849E5AD25E73636F;;;No;No;No;No;Strigidae;Strigidés;Owls;Hiboux, chouettes, etc.;;Strigiformes;;;Pseudoscops clamator;N/A;;;;12000
892;Yes;JAOW;;Jamaican Owl;Hibou de Jamaïque;Búho Jamaicano;Asio grammicus;DNO;;;F85D5EC3722EC714;;;No;No;No;No;Strigidae;Strigidés;Owls;Hiboux, chouettes, etc.;;Strigiformes;;;Pseudoscops grammicus;N/A;;;;
893;Yes;BOOW;;Boreal Owl;Nyctale de Tengmalm;Mochuelo Boreal;Aegolius funereus;BRE;;;8AB4EAF6DBFA02CE;Breeder;Apparently Secure - Apparemment en sécurité;No;No;No;No;Strigidae;Strigidés;Owls;Hiboux, chouettes, etc.;;Strigiformes;;;Nyctale boréale;LA;BOOW;NYTE;3710;03710
894;Yes;NSWO;;Northern Saw-whet Owl;Petite Nyctale;Tecolote Oyamelero Norteño;Aegolius acadicus;BRE;;;26BA25EFD0F06DF7;Breeder;Secure - En sécurité;No;No;No;No;Strigidae;Strigidés;Owls;Hiboux, chouettes, etc.;;Strigiformes;;;;LA;NSWO;PENY;3720;03720
894.1;No;NSWO_BRO;NSWO;Northern Saw-whet Owl brooksi subspecies;Petite Nyctale de la sous-espèce brooksi;Tecolote Oyamelero Norteño subespecie brooksi;Aegolius acadicus brooksi;BRE;;;;;;Yes;Yes;No;No;Strigidae;Strigidés;Owls;Hiboux, chouettes, etc.;;Strigiformes;;;;LA;NSWO;;3720;
895;Yes;USWO;;Unspotted Saw-whet Owl;Nyctale immaculée;Tecolote Oyamelero Sureño;Aegolius ridgwayi;DNO;;;6439759F21396ADF;;;No;No;No;No;Strigidae;Strigidés;Owls;Hiboux, chouettes, etc.;;Strigiformes;;;;N/A;;;;12020
896;Yes;NOBB;;Northern Boobook;Ninoxe boréale;Nínox japonés;Ninox japonica;DNO;;;A6052ECBFDA47AF3;;;No;No;No;No;Strigidae;Strigidés;Owls;Hiboux, chouettes, etc.;;Strigiformes;;;Ninoxe du Japon;N/A;;;;23240
896.999;No;UNOW;;Unidentified Owl;Hibou non identifié;Búho no identificado;;;;;;;;No;No;No;No;Strigidae;Strigidés;Owls;Hiboux, chouettes, etc.;;Strigiformes;;;;LA;;;;
897;Yes;CUTR;;Cuban Trogon;Trogon de Cuba;Trogón Tocororo;Priotelus temnurus;DNO;;;0FB047588C225187;;;No;No;No;No;Trogonidae;Trogonidés;Trogons, Quetzals;Trogons, quetzals;Trogoninae;Trogoniformes;;;;N/A;;;;
898;Yes;HITR;;Hispaniolan Trogon;Trogon damoiseau;Trogón de la Española;Priotelus roseigaster;DNO;;;D0BAA2BABEB4DF1C;;;No;No;No;No;Trogonidae;Trogonidés;Trogons, Quetzals;Trogons, quetzals;Trogoninae;Trogoniformes;;;;N/A;;;;
899;Yes;LTTR;;Lattice-tailed Trogon;Trogon échelette;Trogón Colibarrado;Trogon clathratus;DNO;;;9DFCC417F3EF031F;;;No;No;No;No;Trogonidae;Trogonidés;Trogons, Quetzals;Trogons, quetzals;Trogoninae;Trogoniformes;;;;N/A;;;;
900;Yes;STTR;;Slaty-tailed Trogon;Trogon de Masséna;Coa Cola Oscura;Trogon massena;DNO;;;E676EACDF54DAA99;;;No;No;No;No;Trogonidae;Trogonidés;Trogons, Quetzals;Trogons, quetzals;Trogoninae;Trogoniformes;;;;N/A;;;;13360
901;Yes;BTAT;;Black-tailed Trogon;Trogon à queue noire;Trogón Colinegro;Trogon melanurus;DNO;;;2CC8DFAA7CEF9FDD;;;No;No;No;No;Trogonidae;Trogonidés;Trogons, Quetzals;Trogons, quetzals;Trogoninae;Trogoniformes;;;;N/A;;;;
902;Yes;BHTR;;Black-headed Trogon;Trogon à tête noire;Coa Cabeza Negra;Trogon melanocephalus;DNO;;;9EE5B7C04FE8C56D;;;No;No;No;No;Trogonidae;Trogonidés;Trogons, Quetzals;Trogons, quetzals;Trogoninae;Trogoniformes;;;;N/A;;;;13260
903;Yes;CITR;;Citreoline Trogon;Trogon citrin;Coa Citrina;Trogon citreolus;DNO;;;48014ECDC226CCDB;;;No;No;No;No;Trogonidae;Trogonidés;Trogons, Quetzals;Trogons, quetzals;Trogoninae;Trogoniformes;;;;N/A;;;;13270
904;Yes;WTAT;;White-tailed Trogon;Trogon de Sclater;Trogón Coliblanco;Trogon chionurus;DNO;;;D2C4BCF962D808B2;;;No;No;No;No;Trogonidae;Trogonidés;Trogons, Quetzals;Trogons, quetzals;Trogoninae;Trogoniformes;;;;N/A;;;;
905;Yes;BATR;;Baird's Trogon;Trogon de Baird;Trogón de Baird;Trogon bairdii;DNO;;;8FEE6F957326F645;;;No;No;No;No;Trogonidae;Trogonidés;Trogons, Quetzals;Trogons, quetzals;Trogoninae;Trogoniformes;;;;N/A;;;;
906;Yes;GATR;;Gartered Trogon;Trogon pattu;Coa Violácea Norteña;Trogon caligatus;DNO;;Added in 2011.;94E42A230CFB6DA9;;;No;No;No;No;Trogonidae;Trogonidés;Trogons, Quetzals;Trogons, quetzals;Trogoninae;Trogoniformes;;;;N/A;;;;13300
907;Yes;BTHT;;Black-throated Trogon;Trogon aurore;Trogón Amarillo;Trogon rufus;DNO;;;EB24DFEE3F0B69E3;;;No;No;No;No;Trogonidae;Trogonidés;Trogons, Quetzals;Trogons, quetzals;Trogoninae;Trogoniformes;;;;N/A;;;;
908;Yes;ELTR;;Elegant Trogon;Trogon élégant;Coa Elegante;Trogon elegans;DNO;;;AC93609D4AF740A2;;;No;No;No;No;Trogonidae;Trogonidés;Trogons, Quetzals;Trogons, quetzals;Trogoninae;Trogoniformes;;;Coppery-tailed Trogon;N/A;ELTR;;3890;03890
909;Yes;MOTR;;Mountain Trogon;Trogon montagnard;Coa Mexicana;Trogon mexicanus;DNO;;;5792B7B2503BEFED;;;No;No;No;No;Trogonidae;Trogonidés;Trogons, Quetzals;Trogons, quetzals;Trogoninae;Trogoniformes;;;;N/A;;;;13310
910;Yes;COTR;;Collared Trogon;Trogon rosalba;Coa de Collar;Trogon collaris;DNO;;Groups T. puella [Xalapa Trogon], T. aurantiiventris [Orange-bellied Trogon], and T. collaris [Collared Trogon].;A1458984CE7E23CA;;;No;No;No;No;Trogonidae;Trogonidés;Trogons, Quetzals;Trogons, quetzals;Trogoninae;Trogoniformes;;;;N/A;;;;13320
911;Yes;EAQU;;Eared Quetzal;Quetzal oreillard;Quetzal Orejón;Euptilotis neoxenus;DNO;;;83AB5D3D4D0EAA16;;;No;No;No;No;Trogonidae;Trogonidés;Trogons, Quetzals;Trogons, quetzals;Trogoninae;Trogoniformes;;;Eared Trogon, Trogon cornu;N/A;EAQU;;3891;03891
912;Yes;GHQU;;Golden-headed Quetzal;Quetzal doré;Quetzal Cabecidorado;Pharomachrus auriceps;DNO;;;A9525D744A915488;;;No;No;No;No;Trogonidae;Trogonidés;Trogons, Quetzals;Trogons, quetzals;Trogoninae;Trogoniformes;;;;N/A;;;;
913;Yes;REQU;;Resplendent Quetzal;Quetzal resplendissant;Quetzal Mesoamericano;Pharomachrus mocinno;DNO;;;1F41428191F2DAF9;;;No;No;No;No;Trogonidae;Trogonidés;Trogons, Quetzals;Trogons, quetzals;Trogoninae;Trogoniformes;;;;N/A;;;;13390
914;Yes;EHOO;;Eurasian Hoopoe;Huppe fasciée;Abubilla;Upupa epops;DNO;;;9DAE9D1F8A3FD287;;;No;No;No;No;Upupidae;Upupidae;Huppes;Hoopoes;;Upupiformes;;;;N/A;;;;03911
915;Yes;CUTO;;Cuban Tody;Todier de Cuba;Barrancolí Cubano;Todus multicolor;DNO;;;6C2B11357E4E4C49;;;No;No;No;No;Todidae;Todidés;Todies;Todiers;;Coraciiformes;;;;N/A;;;;
916;Yes;BBTO;;Broad-billed Tody;Todier à bec large;Barrancolí Picogrueso;Todus subulatus;DNO;;;DC4EA5F15D51D9B4;;;No;No;No;No;Todidae;Todidés;Todies;Todiers;;Coraciiformes;;;;N/A;;;;
917;Yes;NBTO;;Narrow-billed Tody;Todier à bec étroit;Barrancolí Picofino;Todus angustirostris;DNO;;;293EAE9AD8705C71;;;No;No;No;No;Todidae;Todidés;Todies;Todiers;;Coraciiformes;;;;N/A;;;;
918;Yes;JATO;;Jamaican Tody;Todier de Jamaïque;Barrancolí Jamaicano;Todus todus;DNO;;;F9828C2AA45FB84D;;;No;No;No;No;Todidae;Todidés;Todies;Todiers;;Coraciiformes;;;Todier de la Jamaïque;N/A;JATO;;9081;
919;Yes;PRTO;;Puerto Rican Tody;Todier de Porto Rico;Barrancolí Puertorriqueño;Todus mexicanus;DNO;;;BB5B94D9179DF73F;;;No;No;No;No;Todidae;Todidés;Todies;Todiers;;Coraciiformes;;;;N/A;PRTO;;3912;13440
920;Yes;TOMO;;Tody Motmot;Motmot nain;Momoto Enano;Hylomanes momotula;DNO;;;6436068455E6923D;;;No;No;No;No;Momotidae;Momotidés;Motmots;Motmots;;Coraciiformes;;;;N/A;;;;13450
921;Yes;BTMO;;Blue-throated Motmot;Motmot à gorge bleue;Momoto Garganta Azul;Aspatha gularis;DNO;;;720774A81BA3D95D;;;No;No;No;No;Momotidae;Momotidés;Motmots;Motmots;;Coraciiformes;;;;N/A;;;;13460
922;Yes;RCMO;;Russet-crowned Motmot;Motmot à tête rousse;Momoto Corona Canela;Momotus mexicanus;DNO;;;16892443675B3E83;;;No;No;No;No;Momotidae;Momotidés;Motmots;Motmots;;Coraciiformes;;;;N/A;;;;13480
923;Yes;BCMO;;Blue-capped Motmot;Motmot à tête bleue;Momoto Corona Azul;Momotus coeruliceps;DNO;;Formerly considered conspecific with Momotus momota, M. lessonii, and M. subrufescens.;BB7A884C8784BC2F;;;No;No;No;No;Momotidae;Momotidés;Motmots;Motmots;;Coraciiformes;;;Blue-crowned Motmot, Momotus momota;N/A;;;;13470
924;Yes;LEMO;;Lesson's Motmot;Motmot de Lesson;Momoto Corona Negra;Momotus lessonii;DNO;;Formerly considered conspecific with Momotus momota, M. coeruliceps, and M. subrufescens.;AAADA0633074D2BA;;;No;No;No;No;Momotidae;Momotidés;Motmots;Motmots;;Coraciiformes;;;Blue-crowned Motmot, Momotus momota;N/A;;;;13471
925;Yes;WHMO;;Whooping Motmot;Motmot caraïbe;Momoto rojizo;Momotus subrufescens;DNO;;Formerly considered conspecific with Momotus momotus, M. coeruliceps, and M. lessonii.;0DB8CE9831AA1CE9;;;No;No;No;No;Momotidae;Momotidés;Motmots;Motmots;;Coraciiformes;;;Blue-crowned Motmot, Momotus momota;N/A;;;;13500
926;Yes;RMOT;;Rufous Motmot;Motmot roux;Momoto Yeruvá Occidental;Baryphthengus martii;DNO;;;435AB47D0E37B8D5;;;No;No;No;No;Momotidae;Momotidés;Motmots;Motmots;;Coraciiformes;;;;N/A;;;;
927;Yes;KBMO;;Keel-billed Motmot;Motmot à bec caréné;Momoto Pico Quillado;Electron carinatum;DNO;;;A8FEEA01C9878F52;;;No;No;No;No;Momotidae;Momotidés;Motmots;Motmots;;Coraciiformes;;;;N/A;;;;13500
928;Yes;BBMO;;Broad-billed Motmot;Motmot à bec large;Momoto Picoancho;Electron platyrhynchum;DNO;;;87A541779DCA7518;;;No;No;No;No;Momotidae;Momotidés;Motmots;Motmots;;Coraciiformes;;;;N/A;;;;
929;Yes;TBMO;;Turquoise-browed Motmot;Motmot à sourcils bleus;Momoto Cejas Azules;Eumomota superciliosa;DNO;;;8564E26222322DB5;;;No;No;No;No;Momotidae;Momotidés;Motmots;Motmots;;Coraciiformes;;;;N/A;;;;13520
930;Yes;RIKI;;Ringed Kingfisher;Martin-pêcheur à ventre roux;Martín Pescador de Collar;Megaceryle torquata;DNO;;;5EFB075F50AF96F8;;;No;No;No;No;Alcedinidae;Alcédinidés;Kingfishers;Martins-pêcheurs;Cerylinae;Coraciiformes;;;;N/A;RIKI;;3901;03901
931;Yes;BEKI;;Belted Kingfisher;Martin-pêcheur d'Amérique;Martín Pescador Norteño;Megaceryle alcyon;BRE;;;3558066B4F7EEB8E;Breeder;Secure - En sécurité;No;No;No;No;Alcedinidae;Alcédinidés;Kingfishers;Martins-pêcheurs;Cerylinae;Coraciiformes;;;Ceryle alcyon;LA;BEKI;MPAM;3900;03900
932;Yes;AMKI;;Amazon Kingfisher;Martin-pêcheur d'Amazonie;Martín Pescador Amazónico;Chloroceryle amazona;DNO;;;331DC00B72FD8419;;;No;No;No;No;Alcedinidae;Alcédinidés;Kingfishers;Martins-pêcheurs;Cerylinae;Coraciiformes;;;;N/A;;;;13530
933;Yes;APKI;;American Pygmy Kingfisher;Martin-pêcheur nain;Martín Pescador Enano;Chloroceryle aenea;DNO;;;A08C5C0687704F82;;;No;No;No;No;Alcedinidae;Alcédinidés;Kingfishers;Martins-pêcheurs;Cerylinae;Coraciiformes;;;;N/A;;;;13550
934;Yes;GKIN;;Green Kingfisher;Martin-pêcheur vert;Martín Pescador Verde;Chloroceryle americana;DNO;;;ED7D674117006CCB;;;No;No;No;No;Alcedinidae;Alcédinidés;Kingfishers;Martins-pêcheurs;Cerylinae;Coraciiformes;;;;N/A;GKIN;;3910;03910
935;Yes;GARK;;Green-and-rufous Kingfisher;Martin-pêcheur bicolore;Martín Pescador Verdirrufo;Chloroceryle inda;DNO;;;5900955BA78AC3DD;;;No;No;No;No;Alcedinidae;Alcédinidés;Kingfishers;Martins-pêcheurs;Cerylinae;Coraciiformes;;;;N/A;;;;
936;Yes;BAPU;;Barred Puffbird;Tamatia barré;Buco Barrado;Nystalus radiatus;DNO;;;4B154EA6ADCD4B05;;;No;No;No;No;Bucconidae;Bucconidés;Tamatias, Barbacous;Puffbirds, monklets, nunbirds, nunlets.;;Piciformes;;;;N/A;;;;
937;Yes;WNPU;;White-necked Puffbird;Tamatia à front blanc;Buco de Collar;Notharchus hyperrhynchus;DNO;;;6CC108F6E85A4E6D;;;No;No;No;No;Bucconidae;Bucconidés;Tamatias, Barbacous;Puffbirds, monklets, nunbirds, nunlets.;;Piciformes;;;;N/A;;;;13570
938;Yes;BBPU;;Black-breasted Puffbird;Tamatia à plastron;Buco Pechinegro;Notharchus pectoralis;DNO;;;E2F43007EC52CD07;;;No;No;No;No;Bucconidae;Bucconidés;Tamatias, Barbacous;Puffbirds, monklets, nunbirds, nunlets.;;Piciformes;;;;N/A;;;;
939;Yes;PIPU;;Pied Puffbird;Tamatia pie;Buco Pío;Notharchus tectus;DNO;;;70D5AC76A370FD48;;;No;No;No;No;Bucconidae;Bucconidés;Tamatias, Barbacous;Puffbirds, monklets, nunbirds, nunlets.;;Piciformes;;;;N/A;;;;
940;Yes;WWPU;;White-whiskered Puffbird;Tamatia de Lafresnaye;Buco Barbón;Malacoptila panamensis;DNO;;;46451CCECF896E42;;;No;No;No;No;Bucconidae;Bucconidés;Tamatias, Barbacous;Puffbirds, monklets, nunbirds, nunlets.;;Piciformes;;;;N/A;;;;13600
941;Yes;LAMO;;Lanceolated Monklet;Barbacou lancéolé;Monjilla Lanceolada;Micromonacha lanceolata;DNO;;;BF43193044ACDB9A;;;No;No;No;No;Bucconidae;Bucconidés;Tamatias, Barbacous;Puffbirds, monklets, nunbirds, nunlets.;;Piciformes;;;;N/A;;;;
942;Yes;GCNU;;Gray-cheeked Nunlet;Barbacou à joues grises;Monjilla Carigrís;Nonnula frontalis;DNO;;;DCC2CCEBB524F7CF;;;No;No;No;No;Bucconidae;Bucconidés;Tamatias, Barbacous;Puffbirds, monklets, nunbirds, nunlets.;;Piciformes;;;;N/A;;;;
943;Yes;WFNU;;White-fronted Nunbird;Barbacou à front blanc;Monja Frentiblanca;Monasa morphoeus;DNO;;;567942CC7536B8F2;;;No;No;No;No;Bucconidae;Bucconidés;Tamatias, Barbacous;Puffbirds, monklets, nunbirds, nunlets.;;Piciformes;;;;N/A;;;;
944;Yes;DBJA;;Dusky-backed Jacamar;Jacamar sombre;Jacamará Dorsioscuro;Brachygalba salmoni;DNO;;;26E37EC3B6AB6724;;;No;No;No;No;Galbulidae;Galbulidés;Jacamars;Jacamars;;Piciformes;;;;N/A;;;;
945;Yes;RTJA;;Rufous-tailed Jacamar;Jacamar à queue rousse;Jacamar Cola Canela;Galbula ruficauda;DNO;;;2EE639E92756A469;;;No;No;No;No;Galbulidae;Galbulidés;Jacamars;Jacamars;;Piciformes;;;;N/A;;;;13650
946;Yes;GREJ;;Great Jacamar;Grand Jacamar;Jacamará Grande;Jacamerops aureus;DNO;;;268D99098BE003B8;;;No;No;No;No;Galbulidae;Galbulidés;Jacamars;Jacamars;;Piciformes;GJAC;;;N/A;;;;
947;Yes;SCBA;;Spot-crowned Barbet;Cabézon à calotte tachetée;Cabezón Pechiblanco;Capito maculicoronatus;DNO;;;CE90F9E36EE3233A;;;No;No;No;No;Capitonidae;Capitonidés;Barbets;Cabézons;;Piciformes;;;;N/A;;;;
948;Yes;RHBA;;Red-headed Barbet;Cabézon à tête rouge;Cabezón Cabecirrojo;Eubucco bourcierii;DNO;;;81825EC27859BD0B;;;No;No;No;No;Capitonidae;Capitonidés;Barbets;Cabézons;;Piciformes;;;;N/A;;;;
949;Yes;PBBA;;Prong-billed Barbet;Cabézon de Frantzius;Cabezón Cocora;Semnornis frantzii;DNO;;;B27828B0E74AD6DB;;;No;No;No;No;Semnornithidae;Semnornithidae;Toucan-barbets;Cabézons;;Piciformes;;;;N/A;;;;
950;Yes;NOET;;Northern Emerald-Toucanet;Toucanet émeraude;Tucancillo Verde;Aulacorhynchus prasinus;DNO;;;20DB26690611FD72;;;No;No;No;No;Ramphastidae;Ramphastidés;Toucans, Araçaris, Toucanets;Toucans, araçaris, toucanets;;Piciformes;EMTO;;Emerald Toucanet;N/A;;;;13700
951;Yes;COAR;;Collared Aracari;Araçari à collier;Tucancillo Collarejo;Pteroglossus torquatus;DNO;;;CB3AF294E2AE4744;;;No;No;No;No;Ramphastidae;Ramphastidés;Toucans, Araçaris, Toucanets;Toucans, araçaris, toucanets;;Piciformes;;;;N/A;;;;13710
952;Yes;FBAR;;Fiery-billed Aracari;Araçari de Frantzius;Arasarí Piquinaranja;Pteroglossus frantzii;DNO;;;9230DF7DAB25B114;;;No;No;No;No;Ramphastidae;Ramphastidés;Toucans, Araçaris, Toucanets;Toucans, araçaris, toucanets;;Piciformes;;;;N/A;;;;
953;Yes;YETO;;Yellow-eared Toucanet;Toucanet à oreilles d'or;Tucanete Orejigualdo;Selenidera spectabilis;DNO;;;ABE76F691AB7C3AD;;;No;No;No;No;Ramphastidae;Ramphastidés;Toucans, Araçaris, Toucanets;Toucans, araçaris, toucanets;;Piciformes;;;;N/A;;;;
954;Yes;KBTO;;Keel-billed Toucan;Toucan à carène;Tucán Pico Canoa;Ramphastos sulfuratus;DNO;;;BB0FBBA4DEE10E3C;;;No;No;No;No;Ramphastidae;Ramphastidés;Toucans, Araçaris, Toucanets;Toucans, araçaris, toucanets;;Piciformes;;;;N/A;;;;13740
955;Yes;YTTO;;Yellow-throated Toucan;Toucan tocard;Tucán Pechigualdo;Ramphastos ambiguus;DNO;;Chestnut-mandibled Toucan (R. swainsonii) now considered subspp of R. ambiguus.;7C99DFAB4A79DD0F;;;No;No;No;No;Ramphastidae;Ramphastidés;Toucans, Araçaris, Toucanets;Toucans, araçaris, toucanets;;Piciformes;BMTO;;Ramphastos swainsonii, Black-mandibled Toucan, Chestnut-mandibled Toucan;N/A;;;;
956;Yes;EUWR;;Eurasian Wryneck;Torcol fourmilier;Torcecuello Euroasiático;Jynx torquilla;DNO;;;B2E6AB9FC2608DFA;;;No;No;No;Yes;Picidae;Picidés;Woodpeckers;Pics;Jynginae;Piciformes;;;;N/A;;;;04151
957;Yes;OLPI;;Olivaceous Piculet;Picumne olivâtre;Carpinterito Oliváceo;Picumnus olivaceus;DNO;;;B190788AFD6100EB;;;No;No;No;Yes;Picidae;Picidés;Woodpeckers;Pics;Picumninae;Piciformes;;;;N/A;;;;
