Sort_Order;Full_Species;Species_ID;Parent_ID;English_Name;French_Name;Spanish_Name;Scientific_Name;CDN_Status;Origin;Comment;Avibase_ID;Avibase_Status;Wild_Species_2020;COSEWIC_Species;SARA_Species;2015_MBCA_List;MBCA_Family;Family_Sci;Family_Sci_FR;Family_CmName_EN;Family_CmName_FR;Subfamily;Order;Prev_Species_ID;Prev_CND_Status;Prev_Names_Sci_EN_FR;Technical_Committees;Alpha_Code_BBL;Alpha_Code_FR;BBL_Number;BBS_Number
799;Yes;GOEA;;Golden Eagle;Aigle royal;Águila Real;Aquila chrysaetos;BRE;;;5F8E7CA845BD413F;Breeder;Apparently Secure - Apparemment en sécurité;No;No;No;No;Accipitridae;Accipitridés;Hawks, Kites, Eagles, and allies;Buses, éperviers, aigles, etc.;Accipitrinae;Accipitriformes;;;;LA;GOEA;AIRO;3490;03490
800;Yes;BLHE;;Black Hawk-Eagle;Aigle tyran;Águila Tirana;Spizaetus tyrannus;DNO;;;7680293AEE20F452;;;No;No;No;No;Accipitridae;Accipitridés;Hawks, Kites, Eagles, and allies;Buses, éperviers, aigles, etc.;Accipitrinae;Accipitriformes;;;;N/A;;;;10450
801;Yes;BAWH;;Black-and-white Hawk-Eagle;Aigle noir et blanc;Águila Albinegra;Spizaetus melanoleucus;DNO;;;9131A9705E35DC0D;;;No;No;No;No;Accipitridae;Accipitridés;Hawks, Kites, Eagles, and allies;Buses, éperviers, aigles, etc.;Accipitrinae;Accipitriformes;;;;N/A;;;;10440
802;Yes;ORHE;;Ornate Hawk-Eagle;Aigle orné;Águila Elegante;Spizaetus ornatus;DNO;;;EA4FB522AC938413;;;No;No;No;No;Accipitridae;Accipitridés;Hawks, Kites, Eagles, and allies;Buses, éperviers, aigles, etc.;Accipitrinae;Accipitriformes;;;;N/A;;;;10460
803;Yes;DTKI;;Double-toothed Kite;Harpage bidenté;Gavilán Bidentado;Harpagus bidentatus;DNO;;;E640A9535FFF817C;;;No;No;No;No;Accipitridae;Accipitridés;Hawks, Kites, Eagles, and allies;Buses, éperviers, aigles, etc.;Accipitrinae;Accipitriformes;;;Milan bidenté;N/A;;;;10270
804;Yes;TIHA;;Tiny Hawk;Épervier nain;Gavilancito Americano;Microspizias superciliosus;DNO;;Genus changed from Accipiter to Microspizias in AOS 64 (2023);F23F7695C9C32556;;;No;No;No;No;Accipitridae;Accipitridés;Hawks, Kites, Eagles, and allies;Buses, éperviers, aigles, etc.;Accipitrinae;Accipitriformes;;;Accipiter superciliosus;N/A;;;;
805;Yes;NOHA;;Northern Harrier;Busard des marais;Gavilán Rastrero;Circus hudsonius;BRE;;;A091D50AA92D949C;Breeder;Secure - En sécurité;No;No;No;No;Accipitridae;Accipitridés;Hawks, Kites, Eagles, and allies;Buses, éperviers, aigles, etc.;Accipitrinae;Accipitriformes;;;Circus cyaneus, Hen Harrier, Busard Saint-Martin;LA;NOHA;BUSM;3310;03310
806;Yes;LWHA;;Long-winged Harrier;Busard de Buffon;Aguilucho de Azara;Circus buffoni;DNO;;Added in 2011.;07E22FE291DC864D;;;No;No;No;No;Accipitridae;Accipitridés;Hawks, Kites, Eagles, and allies;Buses, éperviers, aigles, etc.;Accipitrinae;Accipitriformes;;;;N/A;;;;
807;Yes;WMHA;;Western Marsh Harrier;Busard des roseaux;Aguilucho Lagunero Occidental;Circus aeruginosus;DNO;;;E2A19474E62F83E1;;;No;No;No;No;Accipitridae;Accipitridés;Hawks, Kites, Eagles, and allies;Buses, éperviers, aigles, etc.;Accipitrinae;Accipitriformes;;;;N/A;;;;03311
808;Yes;GBEH;;Gray-bellied Hawk;Autour à ventre gris;Azor Ventrigrís;Accipiter poliogaster;DNO;;Added in 2011.;707547BB9A073A93;;;No;No;No;No;Accipitridae;Accipitridés;Hawks, Kites, Eagles, and allies;Buses, éperviers, aigles, etc.;Accipitrinae;Accipitriformes;GBHA;;;N/A;;;;
809;Yes;CHIS;;Chinese Sparrowhawk;Épervier de Horsfield;Gavilán Ranero;Accipiter soloensis;DNO;;;D188E45CC088BAC0;;;No;No;No;No;Accipitridae;Accipitridés;Hawks, Kites, Eagles, and allies;Buses, éperviers, aigles, etc.;Accipitrinae;Accipitriformes;GRFH;;Gray Frog-Hawk;N/A;;;;
810;Yes;SSHA;;Sharp-shinned Hawk;Épervier brun;Gavilán Pecho Canela;Accipiter striatus;BRE;;;3B024163DF58A0E0;Breeder;Secure - En sécurité;No;No;No;No;Accipitridae;Accipitridés;Hawks, Kites, Eagles, and allies;Buses, éperviers, aigles, etc.;Accipitrinae;Accipitriformes;;;;LA;SSHA;EPBR;3320;03320
811;Yes;COHA;;Cooper's Hawk;Épervier de Cooper;Gavilán de Cooper;Accipiter cooperii;BRE;;;EB98812F50A648A1;Breeder;Secure - En sécurité;No;No;No;No;Accipitridae;Accipitridés;Hawks, Kites, Eagles, and allies;Buses, éperviers, aigles, etc.;Accipitrinae;Accipitriformes;;;;LA;COHA;EPCO;3330;03330
811.999;No;ACCI_UNI;;Unidentified Accipiter Hawk;Épervier non identifié;Gavilán no identificado;Accipiter sp.;;;;;;;No;No;No;No;Accipitridae;Accipitridés;Hawks, Kites, Eagles, and allies;Buses, éperviers, aigles, etc.;Accipitrinae;Accipitriformes;;;;LA;;;;03333
812;Yes;GUHA;;Gundlach's Hawk;Épervier de Cuba;Gavilán Cubano;Accipiter gundlachi;DNO;;;0EDF5A1C5AC11A3F;;;No;No;No;No;Accipitridae;Accipitridés;Hawks, Kites, Eagles, and allies;Buses, éperviers, aigles, etc.;Accipitrinae;Accipitriformes;;;;N/A;;;;
813;Yes;BIHA;;Bicolored Hawk;Épervier bicolore;Gavilán Bicolor;Accipiter bicolor;DNO;;;ADBE44E1798EC2B6;;;No;No;No;No;Accipitridae;Accipitridés;Hawks, Kites, Eagles, and allies;Buses, éperviers, aigles, etc.;Accipitrinae;Accipitriformes;;;;N/A;;;;10300
814;Yes;EGOS;;Eurasian Goshawk;Autour des palombes;Azor común;Accipiter gentilis;ACC;;Formerly conspecific with Accipiter atricapillus until AOS 64 (2023);95DD1855EC896B90;Accidental;;No;No;No;No;Accipitridae;Accipitridés;Hawks, Kites, Eagles, and allies;Buses, éperviers, aigles, etc.;Accipitrinae;Accipitriformes;;;;N/A;;AUPA;;
815;Yes;AGOS;;American Goshawk;Autour d’Amérique;Gavilán Azor Americano;Accipiter atricapillus;BRE;;Formerly conspecific with Accipiter gentilis until AOS 64 (2023);AE5956D5CF79C8F0;;Secure - En sécurité;No;No;No;No;Accipitridae;Accipitridés;Hawks, Kites, Eagles, and allies;Buses, éperviers, aigles, etc.;Accipitrinae;Accipitriformes;;;;LA;;AUAM;3340;03340
815.1;No;AGOS_ATR;AGOS;American Goshawk atricapillus subspecies;Autour d’Amérique de la sous-espèce atricapillus;Gavilán Azor Americano subespecie atricapillus;Accipiter atricapillus atricapillus;BRE;;;;;;No;No;No;No;Accipitridae;Accipitridés;Hawks, Kites, Eagles, and allies;Buses, éperviers, aigles, etc.;Accipitrinae;Accipitriformes;;;;LA;NOGO;;3340;
815.2;No;AGOS_LAI;AGOS;American Goshawk laingi subspecies;Autour d’Amérique de la sous-espèce laingi;Gavilán Azor Americano subespecie laingi;Accipiter atricapillus laingi;BRE;;;;;;Yes;Yes;No;No;Accipitridae;Accipitridés;Hawks, Kites, Eagles, and allies;Buses, éperviers, aigles, etc.;Accipitrinae;Accipitriformes;;;;LA;NOGO;;3340;
816;Yes;BLAK;;Black Kite;Milan noir;Milano negro;Milvus migrans;UNK;;Reported in NL but origin unknown.;06D9A2C8D1E3678A;Uncertain origin;;No;No;No;No;Accipitridae;Accipitridés;Hawks, Kites, Eagles, and allies;Buses, éperviers, aigles, etc.;Accipitrinae;Accipitriformes;;;;LA;;;;20760
817;Yes;BAEA;;Bald Eagle;Pygargue à tête blanche;Águila Cabeza Blanca;Haliaeetus leucocephalus;BRE;;;FED3756C12CF67FA;Breeder;Secure - En sécurité;No;No;No;No;Accipitridae;Accipitridés;Hawks, Kites, Eagles, and allies;Buses, éperviers, aigles, etc.;Accipitrinae;Accipitriformes;;;;LA;BAEA;PYTB;3520;03520
818;Yes;WTEA;;White-tailed Eagle;Pygargue à queue blanche;Pigargo Europeo;Haliaeetus albicilla;UNK;;Avibase status unclear/pending for NWT, hypothetical for NU.;5A3D91D3254A568D;Hypothetical;;No;No;No;No;Accipitridae;Accipitridés;Hawks, Kites, Eagles, and allies;Buses, éperviers, aigles, etc.;Accipitrinae;Accipitriformes;;DNO_2017;;LA;;;;03510
819;Yes;STSE;;Steller's Sea-Eagle;Pygargue empereur;Pigargo Gigante;Haliaeetus pelagicus;ACC;;;C481FB2478D562BC;Accidental;;No;No;No;No;Accipitridae;Accipitridés;Hawks, Kites, Eagles, and allies;Buses, éperviers, aigles, etc.;Accipitrinae;Accipitriformes;;DNO_2022;;LA;;;;03521
820;Yes;MIKI;;Mississippi Kite;Milan du Mississippi;Milano de Mississippi;Ictinia mississippiensis;BRE_OCC;;"2015: ACC in several provinces; confirmed breeding in MB during Atlas.";ACFC8EB619367A2B;Exceptional/rare visitor and exceptional breeder;Not Applicable - Non applicable;No;No;No;No;Accipitridae;Accipitridés;Hawks, Kites, Eagles, and allies;Buses, éperviers, aigles, etc.;Accipitrinae;Accipitriformes;;ACC_2014;;LA;MIKI;;3290;03290
821;Yes;PLKI;;Plumbeous Kite;Milan bleuâtre;Milano Plomizo;Ictinia plumbea;DNO;;;5A97BF277A68EF9B;;;No;No;No;No;Accipitridae;Accipitridés;Hawks, Kites, Eagles, and allies;Buses, éperviers, aigles, etc.;Accipitrinae;Accipitriformes;;;;N/A;;;;10280
822;Yes;BCHA;;Black-collared Hawk;Buse à tête blanche;Aguililla Canela;Busarellus nigricollis;DNO;;;37148B746946E231;;;No;No;No;No;Accipitridae;Accipitridés;Hawks, Kites, Eagles, and allies;Buses, éperviers, aigles, etc.;Accipitrinae;Accipitriformes;;;Busarelle à tête blanche;N/A;;;;10400
823;Yes;CRHA;;Crane Hawk;Buse échasse;Gavilán Zancón;Geranospiza caerulescens;DNO;;;25266E29FD258C83;;;No;No;No;No;Accipitridae;Accipitridés;Hawks, Kites, Eagles, and allies;Buses, éperviers, aigles, etc.;Accipitrinae;Accipitriformes;;;;N/A;;;;10320
824;Yes;SNKI;;Snail Kite;Milan des marais;Gavilán Caracolero;Rostrhamus sociabilis;DNO;;;6E4430A893DBCBFF;;;No;No;No;No;Accipitridae;Accipitridés;Hawks, Kites, Eagles, and allies;Buses, éperviers, aigles, etc.;Accipitrinae;Accipitriformes;;;Everglade Kite;N/A;SNKI;;3300;03300
825;Yes;SBKI;;Slender-billed Kite;Milan à long bec;Caracolero Plomizo;Helicolestes hamatus;DNO;;;58078CCA004B027C;;;No;No;No;No;Accipitridae;Accipitridés;Hawks, Kites, Eagles, and allies;Buses, éperviers, aigles, etc.;Accipitrinae;Accipitriformes;;;;N/A;;;;
826;Yes;PLHA;;Plumbeous Hawk;Buse plombée;Busardo Plomizo;Cryptoleucopteryx plumbea;DNO;;;A6775D0C69D1C00B;;;No;No;No;No;Accipitridae;Accipitridés;Hawks, Kites, Eagles, and allies;Buses, éperviers, aigles, etc.;Accipitrinae;Accipitriformes;;;Leucopternis plumbeus;N/A;;;;
827;Yes;COBH;;Common Black Hawk;Buse noire;Aguililla Negra Menor;Buteogallus anthracinus;DNO;;;97FDBB06AE09EA7F;;;No;No;No;No;Accipitridae;Accipitridés;Hawks, Kites, Eagles, and allies;Buses, éperviers, aigles, etc.;Accipitrinae;Accipitriformes;CBHA;;Common Black-Hawk;N/A;CBHA;;3450;03450
828;Yes;CUBH;;Cuban Black Hawk;Buse de Gundlach;Gavilán Batista;Buteogallus gundlachii;DNO;;;048545EA3EFECC38;;;No;No;No;No;Accipitridae;Accipitridés;Hawks, Kites, Eagles, and allies;Buses, éperviers, aigles, etc.;Accipitrinae;Accipitriformes;;;Cuban Black-Hawk;N/A;;;;
829;Yes;SAHA;;Savanna Hawk;Buse roussâtre;Busardo Sabanero;Buteogallus meridionalis;DNO;;;BAA762A5F95219C3;;;No;No;No;No;Accipitridae;Accipitridés;Hawks, Kites, Eagles, and allies;Buses, éperviers, aigles, etc.;Accipitrinae;Accipitriformes;;;;N/A;;;;
830;Yes;GBHA;;Great Black Hawk;Buse urubu;Aguililla Negra Mayor;Buteogallus urubitinga;DNO;;;EE908632CACAB29E;;;No;No;No;No;Accipitridae;Accipitridés;Hawks, Kites, Eagles, and allies;Buses, éperviers, aigles, etc.;Accipitrinae;Accipitriformes;GRBH, GBLH;;Great Black-Hawk;N/A;;;;10380
831;Yes;SOEA;;Solitary Eagle;Buse solitaire;Águila Solitaria;Buteogallus solitarius;DNO;;;5C9AF2BEB3ADDAC6;;;No;No;No;No;Accipitridae;Accipitridés;Hawks, Kites, Eagles, and allies;Buses, éperviers, aigles, etc.;Accipitrinae;Accipitriformes;;;Harpyhaliaetus solitarius;N/A;;;;10410
832;Yes;BAHA;;Barred Hawk;Buse barrée;Busardo Azoreño;Morphnarchus princeps;DNO;;;C39D115A808D6CE8;;;No;No;No;No;Accipitridae;Accipitridés;Hawks, Kites, Eagles, and allies;Buses, éperviers, aigles, etc.;Accipitrinae;Accipitriformes;;;Leucopternis princeps;N/A;;;;
833;Yes;ROHA;;Roadside Hawk;Buse à gros bec;Aguililla Caminera;Rupornis magnirostris;DNO;;Formerly placed in the genus Buteo.;C39CC0F2B0D88669;;;No;No;No;No;Accipitridae;Accipitridés;Hawks, Kites, Eagles, and allies;Buses, éperviers, aigles, etc.;Accipitrinae;Accipitriformes;;;;N/A;ROHA;;3431;03431
834;Yes;HAHA;;Harris's Hawk;Buse de Harris;Aguililla Rojinegra;Parabuteo unicinctus;DNO;;;FBED1927FAA44D27;;;No;No;No;No;Accipitridae;Accipitridés;Hawks, Kites, Eagles, and allies;Buses, éperviers, aigles, etc.;Accipitrinae;Accipitriformes;HRSH, HASH;;;N/A;HRSH;;3350;03350
835;Yes;WTHA;;White-tailed Hawk;Buse à queue blanche;Aguililla Cola Blanca;Geranoaetus albicaudatus;DNO;;;72A838365CB10BF7;;;No;No;No;No;Accipitridae;Accipitridés;Hawks, Kites, Eagles, and allies;Buses, éperviers, aigles, etc.;Accipitrinae;Accipitriformes;;;;N/A;WTHA;;3410;03410
836;Yes;WHHA;;White Hawk;Buse blanche;Aguililla Blanca;Pseudastur albicollis;DNO;;;E35448DEFB562CCC;;;No;No;No;No;Accipitridae;Accipitridés;Hawks, Kites, Eagles, and allies;Buses, éperviers, aigles, etc.;Accipitrinae;Accipitriformes;;;Leucopternis albicollis;N/A;;;;10360
837;Yes;SEHA;;Semiplumbeous Hawk;Buse semiplombée;Busardo Semiplomizo;Leucopternis semiplumbeus;DNO;;;B4B9A3B4C1E41E35;;;No;No;No;No;Accipitridae;Accipitridés;Hawks, Kites, Eagles, and allies;Buses, éperviers, aigles, etc.;Accipitrinae;Accipitriformes;;;;N/A;;;;
838;Yes;GRHA;;Gray Hawk;Buse grise;Aguililla Gris;Buteo plagiatus;DNO;;"Formerly treated as conspecific with the allopatric B. nitidus under the English name Gray Hawk; AOU 53.";943AA4FB1C994B08;;;No;No;No;No;Accipitridae;Accipitridés;Hawks, Kites, Eagles, and allies;Buses, éperviers, aigles, etc.;Accipitrinae;Accipitriformes;;;;N/A;GRHA;;3460;03460
839;Yes;GLHA;;Gray-lined Hawk;Buse cendrée;Aguilucho Gris;Buteo nitidus;DNO;;"Formerly treated as conspecific with the allopatric B. nitidus under the English name Gray Hawk; AOU 53.";4ECE179D1C09157B;;;No;No;No;No;Accipitridae;Accipitridés;Hawks, Kites, Eagles, and allies;Buses, éperviers, aigles, etc.;Accipitrinae;Accipitriformes;;;Gray Hawk;N/A;GRHA;;3460;
840;Yes;RSHA;;Red-shouldered Hawk;Buse à épaulettes;Aguililla Pecho Rojo;Buteo lineatus;BRE;;;EA4D6C0B76852200;Breeder;Apparently Secure - Apparemment en sécurité;No;No;No;No;Accipitridae;Accipitridés;Hawks, Kites, Eagles, and allies;Buses, éperviers, aigles, etc.;Accipitrinae;Accipitriformes;;;;LA;RSHA;BUEP;3390;03390
841;Yes;RIHA;;Ridgway's Hawk;Buse de Ridgway;Busardo de la Española;Buteo ridgwayi;DNO;;;AE294FD9CE08E77F;;;No;No;No;No;Accipitridae;Accipitridés;Hawks, Kites, Eagles, and allies;Buses, éperviers, aigles, etc.;Accipitrinae;Accipitriformes;;;;N/A;;;;
842;Yes;BWHA;;Broad-winged Hawk;Petite Buse;Aguililla Alas Anchas;Buteo platypterus;BRE;;;79F3C681417F2056;Breeder;Secure - En sécurité;No;No;No;No;Accipitridae;Accipitridés;Hawks, Kites, Eagles, and allies;Buses, éperviers, aigles, etc.;Accipitrinae;Accipitriformes;;;;LA;BWHA;PEBU;3430;03430
843;Yes;HAWH;;Hawaiian Hawk;Buse d'Hawaï;Busardo Hawaiano;Buteo solitarius;DNO;;;7B3AB998C7653480;;;No;No;No;No;Accipitridae;Accipitridés;Hawks, Kites, Eagles, and allies;Buses, éperviers, aigles, etc.;Accipitrinae;Accipitriformes;HWHA;;;N/A;HWHA;;3441;03441
844;Yes;STHA;;Short-tailed Hawk;Buse à queue courte;Aguililla Cola Corta;Buteo brachyurus;DNO;;;81463CC09F2A3CC4;;;No;No;No;No;Accipitridae;Accipitridés;Hawks, Kites, Eagles, and allies;Buses, éperviers, aigles, etc.;Accipitrinae;Accipitriformes;;;;N/A;STHA;;3440;03440
845;Yes;SWHA;;Swainson's Hawk;Buse de Swainson;Aguililla de Swainson;Buteo swainsoni;BRE;;;DE473F42C06227F0;Breeder;Apparently Secure - Apparemment en sécurité;No;No;No;No;Accipitridae;Accipitridés;Hawks, Kites, Eagles, and allies;Buses, éperviers, aigles, etc.;Accipitrinae;Accipitriformes;;;;LA;SWHA;;3420;03420
846;Yes;ZTHA;;Zone-tailed Hawk;Buse à queue barrée;Aguililla Aura;Buteo albonotatus;ACC;;;597D7DD64AE96CDF;Accidental;Not Applicable - Non applicable;No;No;No;No;Accipitridae;Accipitridés;Hawks, Kites, Eagles, and allies;Buses, éperviers, aigles, etc.;Accipitrinae;Accipitriformes;;;;LA;ZTHA;;3400;03400
847;Yes;RTHA;;Red-tailed Hawk;Buse à queue rousse;Aguililla Cola Roja;Buteo jamaicensis;BRE;;;536A5157A50E1F3C;Breeder;Secure - En sécurité;No;No;No;No;Accipitridae;Accipitridés;Hawks, Kites, Eagles, and allies;Buses, éperviers, aigles, etc.;Accipitrinae;Accipitriformes;;;;LA;RTHA;BUQR;3370;03370
847.1;No;HRLH;RTHA;Harlan's Hawk;Buse de Harlan;Aguililla Cola Roja subespecie harlani;Buteo jamaicensis harlani;BRE;;;;;;No;No;No;No;Accipitridae;Accipitridés;Hawks, Kites, Eagles, and allies;Buses, éperviers, aigles, etc.;Accipitrinae;Accipitriformes;RTHA_HAR, HALH;;;LA;HRLH;;3380;03380
848;Yes;RLHA;;Rough-legged Hawk;Buse pattue;Aguililla Ártica;Buteo lagopus;BRE;;;90B13ACF984D0DDF;Breeder;Secure - En sécurité;No;No;No;No;Accipitridae;Accipitridés;Hawks, Kites, Eagles, and allies;Buses, éperviers, aigles, etc.;Accipitrinae;Accipitriformes;;;;LA;RLHA;BUPA;3470;03470
849;Yes;FEHA;;Ferruginous Hawk;Buse rouilleuse;Aguililla Real;Buteo regalis;BRE;;;BA9191BCB7CA7ACD;Breeder;Vulnerable - Vulnérable;Yes;Yes;No;No;Accipitridae;Accipitridés;Hawks, Kites, Eagles, and allies;Buses, éperviers, aigles, etc.;Accipitrinae;Accipitriformes;;;;LA;FEHA;;3480;03480
850;Yes;LLBU;;Long-legged Buzzard;Buse féroce;Busardo Moro;Buteo rufinus;DNO;;Added in 2021.;CC65921FEBE1BB96;;;No;No;No;No;Accipitridae;Accipitridés;Hawks, Kites, Eagles, and allies;Buses, éperviers, aigles, etc.;Accipitrinae;Accipitriformes;;;;N/A;;;;03452
850.999;No;BUTE_UNI;;Unidentified Buteo Hawk;Buse non identifiée;Aguililla o Busardo no identificado;Buteo sp.;;;;;;;No;No;No;No;Accipitridae;Accipitridés;Hawks, Kites, Eagles, and allies;Buses, éperviers, aigles, etc.;Accipitrinae;Accipitriformes;;;;LA;;;;03451
851;Yes;ABOW;;American Barn Owl;Effraie d’Amérique;Lechuza Americana;Tyto furcata;BRE;;Formerly considered conspecific with Tyto alba and T. javanica.;4D5908082866B818;Breeder;Imperiled - En péril;No;No;No;No;Tytonidae;Tytonidés;Barn Owls;Effraies;;Strigiformes;BNOW;;Tyto alba, Common Barn-Owl;LA;ABOW;EFAM;3650;03650
851.1;No;ABOW_EAS;BANO;American Barn Owl (Eastern population);Effraie d’Amérique (Population de l'Est);Lechuza Americana (Población del Este);Tyto furcata;BRE;;Formerly considered conspecific with Tyto alba and T. javanica.;;;Imperiled - En péril;Yes;Yes;No;No;Tytonidae;Tytonidés;Barn Owls;Effraies;;Strigiformes;BNOW_EAS;;Tyto alba;LA;ABOW;EFAM;3650;
851.2;No;ABOW_WES;BANO;American Barn Owl (Western population);Effraie d’Amérique (Population de l'Ouest);Lechuza Americana (Población del Oeste);Tyto furcata;BRE;;Formerly considered conspecific with Tyto alba and T. javanica.;;;Imperiled - En péril;Yes;Yes;No;No;Tytonidae;Tytonidés;Barn Owls;Effraies;;Strigiformes;BNOW_WES;;Tyto alba;LA;ABOW;EFAM;3650;
852;Yes;AFOW;;Ashy-faced Owl;Effraie d'Hispaniola;Lechuza de la Española;Tyto glaucops;DNO;;;ECC6B12261183F3D;;;No;No;No;No;Tytonidae;Tytonidés;Barn Owls;Effraies;;Strigiformes;;;;N/A;AFOW;;3651;
853;Yes;ORSO;;Oriental Scops-Owl;Petit-duc d'Orient;Autillo Oriental;Otus sunia;DNO;;;DD855E67383228E3;;;No;No;No;No;Strigidae;Strigidés;Owls;Hiboux, chouettes, etc.;;Strigiformes;;;;N/A;;;;03741
854;Yes;FLOW;;Flammulated Owl;Petit-duc nain;Tecolote Ojos Oscuros;Psiloscops flammeolus;BRE;;Formerly placed in the genus Otus.;1BF907B67F494A9F;Breeder;Vulnerable - Vulnérable;Yes;Yes;No;No;Strigidae;Strigidés;Owls;Hiboux, chouettes, etc.;;Strigiformes;;;Otus flammeolus;LA;FLOW;;3740;03740
855;Yes;PRIO;;Puerto Rican Owl;Petit-duc de Porto Rico;Autillo Portorriqueño;Gymnasio nudipes;DNO;;Formerly placed in the genus Megascops.;80A077C8C857E3E5;;;No;No;No;No;Strigidae;Strigidés;Owls;Hiboux, chouettes, etc.;;Strigiformes;PRSO;;Megascops nudipes, Puerto Rican Screech-Owl;N/A;PURO;;3734;11890
856;Yes;WHSO;;Whiskered Screech-Owl;Petit-duc à moustaches;Tecolote Rítmico;Megascops trichopsis;DNO;;;2E2B24EB81F69D02;;;No;No;No;No;Strigidae;Strigidés;Owls;Hiboux, chouettes, etc.;;Strigiformes;;;;N/A;WHSO;;3731;03731
857;Yes;BSSO;;Bare-shanked Screech-Owl;Petit-duc de Clark;Autillo Serrano;Megascops clarkii;DNO;;;C24A665C7D288D38;;;No;No;No;No;Strigidae;Strigidés;Owls;Hiboux, chouettes, etc.;;Strigiformes;;;;N/A;;;;
858;Yes;TRSO;;Tropical Screech-Owl;Petit-duc choliba;Autillo Chóliba;Megascops choliba;DNO;;;E2B40A6E68F699C4;;;No;No;No;No;Strigidae;Strigidés;Owls;Hiboux, chouettes, etc.;;Strigiformes;;;;N/A;;;;
859;Yes;BESO;;Bearded Screech-Owl;Petit-duc bridé;Tecolote Barbudo;Megascops barbarus;DNO;;;E474A4C4158D14BB;;;No;No;No;No;Strigidae;Strigidés;Owls;Hiboux, chouettes, etc.;;Strigiformes;;;;N/A;;;;11870
860;Yes;PASO;;Pacific Screech-Owl;Petit-duc de Cooper;Tecolote de Cooper;Megascops cooperi;DNO;;;3D44C5CDDD2A23E0;;;No;No;No;No;Strigidae;Strigidés;Owls;Hiboux, chouettes, etc.;;Strigiformes;;;;N/A;;;;11840
861;Yes;WESO;;Western Screech-Owl;Petit-duc des montagnes;Tecolote del Oeste;Megascops kennicottii;BRE;;;89F8B6F5598E0C65;Breeder;Vulnerable - Vulnérable;No;No;No;No;Strigidae;Strigidés;Owls;Hiboux, chouettes, etc.;;Strigiformes;;;Otus kennicotti;LA;WESO;;3732;03732
861.1;No;WESO_MAC;WESO;Western Screech-Owl macfarlanei subspecies;Petit-duc des montagnes de la sous-espèce macfarlanei;Tecolote del Oeste subespecie macfarlanei;Megascops kennicottii macfarlanei;BRE;;50-200 individuals restricted to Okanagan Valley (COSEWIC 2012).;;;;Yes;Yes;No;No;Strigidae;Strigidés;Owls;Hiboux, chouettes, etc.;;Strigiformes;;;;LA;WESO;;3732;
861.2;No;WESO_KEN;WESO;Western Screech-Owl kennicottii subspecies;Petit-duc des montagnes de la sous-espèce kennicottii;Tecolote del Oeste subespecie kennicottii;Megascops kennicottii kennicottii;BRE;;;;;;Yes;Yes;No;No;Strigidae;Strigidés;Owls;Hiboux, chouettes, etc.;;Strigiformes;;;;LA;WESO;;3732;
862;Yes;EASO;;Eastern Screech-Owl;Petit-duc maculé;Tecolote del Este;Megascops asio;BRE;;;A69062C895C0CCDA;Breeder;Apparently Secure - Apparemment en sécurité;No;No;No;No;Strigidae;Strigidés;Owls;Hiboux, chouettes, etc.;;Strigiformes;;;Otus asio;LA;EASO;PDMA;3730;03730
863;Yes;BASO;;Balsas Screech-Owl;Petit-duc du Balsas;Tecolote del Balsas;Megascops seductus;DNO;;;1C5C4EBB1D7A99ED;;;No;No;No;No;Strigidae;Strigidés;Owls;Hiboux, chouettes, etc.;;Strigiformes;;;;N/A;;;;11830
863.999;No;SCRE_UNI;;Unidentified Screech-Owl;Petit-duc non identifié;Tecolote no identificado;Megascops sp.;;;;;;;No;No;No;No;Strigidae;Strigidés;Owls;Hiboux, chouettes, etc.;;Strigiformes;;;;LA;;;;03737
864;Yes;MASO;;Middle American Screech-Owl;Petit-duc guatémaltèque;Tecolote Sapo;Megascops guatemalae;DNO;;"Added in 2019; previously considered conspecific with M. centralis and M. roraimae.";024EB09F10B2CA05;;;No;No;No;No;Strigidae;Strigidés;Owls;Hiboux, chouettes, etc.;;Strigiformes;;;Vermiculated Screech-Owl, Guatemalan Screech-Owl;N/A;;;;11851
865;Yes;CHSO;;Choco Screech-Owl;Petit-duc du Choco;Autillo Vermiculado;Megascops centralis;DNO;;"Added in 2019; formerly considered conspecific with M. guatemalae.";6880BD07793B231C;;;No;No;No;No;Strigidae;Strigidés;Owls;Hiboux, chouettes, etc.;;Strigiformes;;;Vermiculated Screech-Owl, Guatemalan Screech-Owl;N/A;;;;11851
866;Yes;BLOW;;Bare-legged Owl;Petit-duc de Cuba;Autillo Cubano;Margarobyas lawrencii;DNO;;;C1134C837D34964A;;;No;No;No;No;Strigidae;Strigidés;Owls;Hiboux, chouettes, etc.;;Strigiformes;;;Gymnoglaux lawrencii;N/A;;;;
867;Yes;CROW;;Crested Owl;Duc à aigrettes;Búho Cuernos Blancos;Lophostrix cristata;DNO;;;4DC2A2BF8BE1092F;;;No;No;No;No;Strigidae;Strigidés;Owls;Hiboux, chouettes, etc.;;Strigiformes;;;;N/A;;;;11910
868;Yes;SPEO;;Spectacled Owl;Chouette à lunettes;Búho de Anteojos;Pulsatrix perspicillata;DNO;;;BA3C3A5CA9C8F367;;;No;No;No;No;Strigidae;Strigidés;Owls;Hiboux, chouettes, etc.;;Strigiformes;;;;N/A;;;;11920
